timestamp,zone,visitor_count
2026-06-11 14:08:34,FoodCourt,199
2026-06-11 14:08:34,FashionArea,460
2026-06-11 14:08:34,Cinema,299
2026-06-11 14:09:34,FoodCourt,28
2026-06-11 14:09:34,FashionArea,252
2026-06-11 14:09:34,Cinema,69
2026-06-11 14:10:34,FoodCourt,153
2026-06-11 14:10:34,FashionArea,274
2026-06-11 14:10:34,Cinema,239
2026-06-11 14:11:34,FoodCourt,321
2026-06-11 14:11:34,FashionArea,149
2026-06-11 14:11:34,Cinema,326
2026-06-11 14:12:34,FoodCourt,307
2026-06-11 14:12:34,FashionArea,318
2026-06-11 14:12:34,Cinema,459
2026-06-11 14:13:34,FoodCourt,162
2026-06-11 14:13:34,FashionArea,356
2026-06-11 14:13:34,Cinema,314
2026-06-11 14:14:34,FoodCourt,71
2026-06-11 14:14:34,FashionArea,392
2026-06-11 14:14:34,Cinema,450
2026-06-11 14:15:34,FoodCourt,21
2026-06-11 14:15:34,FashionArea,165
2026-06-11 14:15:34,Cinema,469
2026-06-11 14:16:34,FoodCourt,312
2026-06-11 14:16:34,FashionArea,71
2026-06-11 14:16:34,Cinema,214
2026-06-11 14:17:34,FoodCourt,109
2026-06-11 14:17:34,FashionArea,355
2026-06-11 14:17:34,Cinema,210
2026-06-11 14:18:34,FoodCourt,167
2026-06-11 14:18:34,FashionArea,337
2026-06-11 14:18:34,Cinema,374
2026-06-11 14:19:34,FoodCourt,275
2026-06-11 14:19:34,FashionArea,257
2026-06-11 14:19:34,Cinema,223
2026-06-11 14:20:34,FoodCourt,488
2026-06-11 14:20:34,FashionArea,335
2026-06-11 14:20:34,Cinema,190
2026-06-11 14:21:34,FoodCourt,345
2026-06-11 14:21:34,FashionArea,156
2026-06-11 14:21:34,Cinema,125
2026-06-11 14:22:34,FoodCourt,117
2026-06-11 14:22:34,FashionArea,198
2026-06-11 14:22:34,Cinema,354
2026-06-11 14:23:34,FoodCourt,442
2026-06-11 14:23:34,FashionArea,401
2026-06-11 14:23:34,Cinema,274
2026-06-11 14:24:34,FoodCourt,147
2026-06-11 14:24:34,FashionArea,441
2026-06-11 14:24:34,Cinema,333
2026-06-11 14:25:34,FoodCourt,319
2026-06-11 14:25:34,FashionArea,36
2026-06-11 14:25:34,Cinema,462
2026-06-11 14:26:34,FoodCourt,167
2026-06-11 14:26:34,FashionArea,134
2026-06-11 14:26:34,Cinema,368
2026-06-11 14:27:34,FoodCourt,392
2026-06-11 14:27:34,FashionArea,74
2026-06-11 14:27:34,Cinema,398
2026-06-11 14:28:34,FoodCourt,433
2026-06-11 14:28:34,FashionArea,392
2026-06-11 14:28:34,Cinema,349
2026-06-11 14:29:34,FoodCourt,170
2026-06-11 14:29:34,FashionArea,190
2026-06-11 14:29:34,Cinema,417
2026-06-11 14:30:34,FoodCourt,233
2026-06-11 14:30:34,FashionArea,451
2026-06-11 14:30:34,Cinema,414
2026-06-11 14:31:34,FoodCourt,135
2026-06-11 14:31:34,FashionArea,81
2026-06-11 14:31:34,Cinema,439
2026-06-11 14:32:34,FoodCourt,186
2026-06-11 14:32:34,FashionArea,311
2026-06-11 14:32:34,Cinema,186
2026-06-11 14:33:34,FoodCourt,175
2026-06-11 14:33:34,FashionArea,293
2026-06-11 14:33:34,Cinema,44
2026-06-11 14:34:34,FoodCourt,117
2026-06-11 14:34:34,FashionArea,463
2026-06-11 14:34:34,Cinema,261
2026-06-11 14:35:34,FoodCourt,79
2026-06-11 14:35:34,FashionArea,421
2026-06-11 14:35:34,Cinema,364
2026-06-11 14:36:34,FoodCourt,30
2026-06-11 14:36:34,FashionArea,157
2026-06-11 14:36:34,Cinema,444
2026-06-11 14:37:34,FoodCourt,452
2026-06-11 14:37:34,FashionArea,89
2026-06-11 14:37:34,Cinema,18
2026-06-11 14:38:34,FoodCourt,79
2026-06-11 14:38:34,FashionArea,138
2026-06-11 14:38:34,Cinema,353
2026-06-11 14:39:34,FoodCourt,393
2026-06-11 14:39:34,FashionArea,225
2026-06-11 14:39:34,Cinema,325
2026-06-11 14:40:34,FoodCourt,342
2026-06-11 14:40:34,FashionArea,243
2026-06-11 14:40:34,Cinema,260
2026-06-11 14:41:34,FoodCourt,27
2026-06-11 14:41:34,FashionArea,98
2026-06-11 14:41:34,Cinema,487
2026-06-11 14:42:34,FoodCourt,113
2026-06-11 14:42:34,FashionArea,91
2026-06-11 14:42:34,Cinema,22
2026-06-11 14:43:34,FoodCourt,325
2026-06-11 14:43:34,FashionArea,433
2026-06-11 14:43:34,Cinema,335
2026-06-11 14:44:34,FoodCourt,238
2026-06-11 14:44:34,FashionArea,24
2026-06-11 14:44:34,Cinema,112
2026-06-11 14:45:34,FoodCourt,65
2026-06-11 14:45:34,FashionArea,84
2026-06-11 14:45:34,Cinema,419
2026-06-11 14:46:34,FoodCourt,224
2026-06-11 14:46:34,FashionArea,483
2026-06-11 14:46:34,Cinema,440
2026-06-11 14:47:34,FoodCourt,499
2026-06-11 14:47:34,FashionArea,246
2026-06-11 14:47:34,Cinema,211
2026-06-11 14:48:34,FoodCourt,111
2026-06-11 14:48:34,FashionArea,278
2026-06-11 14:48:34,Cinema,124
2026-06-11 14:49:34,FoodCourt,178
2026-06-11 14:49:34,FashionArea,238
2026-06-11 14:49:34,Cinema,233
2026-06-11 14:50:34,FoodCourt,500
2026-06-11 14:50:34,FashionArea,273
2026-06-11 14:50:34,Cinema,434
2026-06-11 14:51:34,FoodCourt,243
2026-06-11 14:51:34,FashionArea,487
2026-06-11 14:51:34,Cinema,96
2026-06-11 14:52:34,FoodCourt,440
2026-06-11 14:52:34,FashionArea,56
2026-06-11 14:52:34,Cinema,99
2026-06-11 14:53:34,FoodCourt,40
2026-06-11 14:53:34,FashionArea,168
2026-06-11 14:53:34,Cinema,412
2026-06-11 14:54:34,FoodCourt,331
2026-06-11 14:54:34,FashionArea,67
2026-06-11 14:54:34,Cinema,301
2026-06-11 14:55:34,FoodCourt,390
2026-06-11 14:55:34,FashionArea,344
2026-06-11 14:55:34,Cinema,452
2026-06-11 14:56:34,FoodCourt,60
2026-06-11 14:56:34,FashionArea,307
2026-06-11 14:56:34,Cinema,467
2026-06-11 14:57:34,FoodCourt,443
2026-06-11 14:57:34,FashionArea,438
2026-06-11 14:57:34,Cinema,169
2026-06-11 14:58:34,FoodCourt,390
2026-06-11 14:58:34,FashionArea,415
2026-06-11 14:58:34,Cinema,330
2026-06-11 14:59:34,FoodCourt,206
2026-06-11 14:59:34,FashionArea,36
2026-06-11 14:59:34,Cinema,310
2026-06-11 15:00:34,FoodCourt,142
2026-06-11 15:00:34,FashionArea,238
2026-06-11 15:00:34,Cinema,272
2026-06-11 15:01:34,FoodCourt,459
2026-06-11 15:01:34,FashionArea,320
2026-06-11 15:01:34,Cinema,32
2026-06-11 15:02:34,FoodCourt,423
2026-06-11 15:02:34,FashionArea,409
2026-06-11 15:02:34,Cinema,309
